Column,AET,AST,Date,House,ISSID,Name Committee,OST,PMG Name,alt,attendance,chairperson,first_name,party_affiliation,province,surname,title
154,12:45:00,09:30:00,2014-07-29 00:00:00,,A0082,Portfolio Committee on Economic Development,09:30:00,Tolulope,,P,True,Elsie Mmathulare,ANC,,Coleman,Ms
155,12:45:00,09:30:00,2014-07-29 00:00:00,,A0083,Portfolio Committee on Small Business Development,09:30:00,Tolulope,,P,True,Nozabelo Ruth,ANC,,Bhengu,Ms
156,10:00:00,09:35:00,2014-07-29 00:00:00,,A0084,Portfolio Committee on Communications,09:30:00,Shirley,,P,True,Joyce Clementine,ANC,,Moloi-Moropa,Ms
157,13:00:00,10:12:00,2014-07-29 00:00:00,,A00085,Portfolio Committee on Energy,10:00:00,Amanda,,P,True,Fikile Zachariah,ANC,,Majola,Mr
158,13:00:00,10:12:00,2014-07-29 00:00:00,,A00086,Select Committee on Communications and Public Enterprises,10:00:00,Amanda,,P,True,Dipuo Bertha,ANC,,Letsatsi-Duba,Ms
159,13:20:00,10:35:00,2014-07-29 00:00:00,,A00087,Porrfolio Committee on Women in the Presidency,10:00:00,Megan,,P,True,Thandi Cecilia,ANC,,Memela,Ms
160,12:33:00,10:05:00,2014-07-29 00:00:00,,A00088,Portfolio Committee on Trade and Industry,10:00:00,Monique,,P,True,Joanmariae Louise,ANC,,Fubbs,Ms
161,13:10:00,10:10:00,2014-07-29 00:00:00,,A00089,Standing Committee on Finance,10:00:00,Naledi,,P,True,Yunus Ismail,ANC,,Carrim,Mr
162,12:39:00,10:05:00,2014-07-29 00:00:00,,A00090,Portfolio Committee on Human Settlements,10:30:00,Inga,,P,True,Nocawe Noncedo,ANC,,Mafu,Ms
163,12:00:00,10:10:00,2014-07-29 00:00:00,,A00091,Portfolio Committee on Co-operative Governance and Traditional Affairs,10:00:00,Shingarai,,P,True,Mzameni Richard,ANC,,Mdakane,Mr
164,13:00:00,09:36:00,2014-07-29 00:00:00,,A00092,Portfolio Committee on Basic Education,09:30:00,Callixte,,P,True,Nomalungelo,ANC,,Gina,Ms
165,12:35:00,10:14:00,2014-07-29 00:00:00,NCOP,A00093,Select Committee on Economic Development,10:00:00,Matie,,P,True,Litho,ANC,Eastern Cape,Suka,Mr
166,11:40:00,10:00:00,2014-07-29 00:00:00,NCOP,A00094,Select Committee on Appropriations,10:00:00,Dirk,,P,True,Seiso Joel,ANC,Free State,Mohai,Mr
167,11:58:00,10:10:00,2014-07-29 00:00:00,NCOP,A00095,Select Committee on Land and Mineral Resources,10:00:00,Mzandile,,P,True,Olifile,ANC,North West,Sefako,Mr
168,11:12:00,09:25:00,2014-07-30 00:00:00,,A00096,Portfolio Committee on Mineral Resources,09:00:00,Carolyne,,P,True,Sahlulele,ANC,,Luzipo,Mr
169,12:13:00,09:10:00,2014-07-30 00:00:00,,A00097,Portfolio Committee on Police,09:00:00,Eva,,P,True,Francois,ANC,,Beukman,Mr
170,14:00:00,09:15:00,2014-07-30 00:00:00,,A00098,Portfolio Committee on International Relations and Co-operation,09:00:00,Ismail,,P,True,Moses Siphosezwe Amos,ANC,,Masango,Mr
171,18:00:00,14:30:00,2014-07-30 00:00:00,,A00099,Portfolio Committee on International Relations and Co-operation,,Tsanga,,P,True,Moses Siphosezwe Amos,ANC,,Masango,Mr
172,12:46:00,09:35:00,2014-07-30 00:00:00,,A00100,Portfolio Committee on Science and Technology,09:30:00,Sandile,,P,True,Monwabisi Bevan,ANC,,Goqwana,Dr
173,15:40:00,12:00:00,2014-07-30 00:00:00,,A00101,Portfolio Committee on Science and Technology,09:30:00,Mzandile,,P,True,Monwabisi Bevan,ANC,,Goqwana,Dr
174,12:20:00,09:35:00,2014-07-30 00:00:00,,A00102,Portfolio Committee on Labour,09:30:00,Sharon,,P,True,Lumka Elizabeth,ANC,,Yengeni,Ms
175,15:31:00,09:30:00,2014-07-30 00:00:00,,A00103,Portfolio Committee on Health,09:30:00,Olusula,,P,True,Mary-ann Lindelwa,ANC,,Dunjwa,Ms
176,12:20:00,10:04:00,2014-07-30 00:00:00,,A00104,Portfolio Committee on Water and Sanitation Affairs,09:30:00,Monique,,P,True,Mlungisi,ANC,,Johnson,Mr
177,13:30:00,09:30:00,2014-07-30 00:00:00,,A00105,Standing Committee on Finance,09:30:00,Daniel,,P,True,Yunus Ismail,ANC,,Carrim,Mr
178,12:45:00,09:00:00,2014-07-30 00:00:00,NCOP,A00106,Select Committee on Finance,09:00:00,Dirk,,P,True,Charel Jacobus,ANC,Northern Cape,De Beer,Mr
179,15:40:00,13:30:00,2014-07-30 00:00:00,NCOP,A00107,Select Committee on Finance,13:30:00,Inga,,P,True,Charel Jacobus,ANC,Northern Cape,De Beer,Mr
180,09:50:00,09:00:00,2014-07-30 00:00:00,NCOP,A00108,Select Committee on Co-operative Governance and Traditional Affairs,09:00:00,Amdanda,,L,True,Mohapi Jihad,ANC,Free State,Mohapi,Mr
181,12:14:00,10:00:00,2014-07-30 00:00:00,NCOP,A00109,Select Committee on Communications and Public Enterprises,10:00:00,Mzandile,,P,True,Ellen,ANC,Western Cape,Prins,Ms
182,10:10:00,10:00:00,2014-07-30 00:00:00,NCOP,A00110,Select Committee on Trade and International Relations,10:00:00,Megan,,P,True,Edwin Ronald,ANC,Gauteng,Makue,Mr
183,13:30:00,10:30:00,2014-07-30 00:00:00,NCOP,A00111,Select Committee on Security and Justice,10:00:00,Shingirai,,P,True,Dumisani Livingstone,ANC,Western Cape,Ximbi,Mr
184,12:50:00,09:30:00,2014-07-31 00:00:00,,A00112,Portfolio Committee on Trade and Industry,09:00:00,Tsanga,,P,True,Joanmariae Louise,ANC,,Fubbs,Ms
185,13:30:00,09:40:00,2014-07-31 00:00:00,,A00113,Portfolio Committee on Science and Technology,09:40:00,Nkululeko,,P,True,Monwabisi Bevan,ANC,,Goqwana,Mr
186,14:15:00,14:00:00,2014-07-31 00:00:00,,A00114,Portfolio Committee on Labour,14:00:00,Mzandile,,P,True,Lumka Elizabeth,ANC,,Yengeni,Ms
187,11:43:00,09:10:00,2014-08-01 00:00:00,,A00115,Portfolio Committee on Telecommunications and Postal Services,09:00:00,Verne,,P,True,Mmamoloko Tryphosa,ANC,,Kubayi,Ms
188,12:35:00,08:30:00,2014-08-01 00:00:00,,A00116,Portfolio Committee on Trade and Industry,08:30:00,Tsanga,,P,True,Joanmariae Louise,ANC,,Fubbs,Ms
189,12:30:00,09:00:00,2014-08-01 00:00:00,,A00117,Portfolio Committee on Tourism,09:00:00,Ismail,,P,True,Beatrice Thembekile,ANC,,Ngcobo,Ms
190,12:04:00,09:15:00,2014-08-19 00:00:00,,A00118,Portfolio Committee on Arts and Culture,09:00:00,Tiffany,,P,True,Xoliswa Sandra,ANC,,Tom,Ms
191,12:50:00,09:00:00,2014-08-19 00:00:00,,A00119,Standing Committee on Public Accounts,09:00:00,Tolulope,,P,True,Nelson Themba,ANC,,Godi,Mr
192,13:00:00,09:30:00,2014-08-19 00:00:00,,A00120,Portfolio Committee on Communications,09:30:00,Callixte,,P,True,Joyce Clementine,ANC,,Moloi-Moropa,Ms
193,12:50:00,09:30:00,2014-08-19 00:00:00,,A00121,Portfolio Committee on Basic Education,09:30:00,Stephanie,,P,True,Nomalungelo,ANC,,Gina,Ms
194,13:45:00,09:40:00,2014-08-19 00:00:00,,A00122,Porrfolio Committee on Women in the Presidency,09:30:00,Tsanga,,P,True,Thandi Cecilia,ANC,,Memela,Ms
195,13:45:00,09:40:00,2014-08-19 00:00:00,,A00123,Portfolio Committee on Justice and Correctional Services,09:30:00,Tsanga,,P,True,Mathole Serofo,ANC,,Motshekga,Mr
196,14:02:00,09:41:00,2014-08-19 00:00:00,,A00124,Portfolio Committee on Environmental Affairs,09:30:00,Monique,,P,True,Jackson Mphikwa,ANC,,Mthembu,Mr
197,11:43:00,09:35:00,2014-08-19 00:00:00,,A00125,Portfolio Committee on Public Works,09:30:00,Verne,,P,True,Benedict Anthony Duke,ANC,,Martins,Mr
198,12:55:00,09:40:00,2014-08-19 00:00:00,,A00126,Portfolio Committee on Transport,09:30:00,Nkululeko,,P,True,Dikeledi Phillistus,ANC,,Magadzi,Ms
199,13:00:00,09:30:00,2014-08-19 00:00:00,,A00127,Portfolio Committee on Home Affairs,09:30:00,Mzandile,,P,True,Buoang Lemias,ANC,,Mashile,Mr
200,10:30:00,09:57:00,2014-08-19 00:00:00,,A00128,Portfolio Committee on Economic Development,09:30:00,Johanna,,P,True,Elsie Mmathulare,ANC,,Coleman,Ms
201,13:55:00,09:30:00,2014-08-19 00:00:00,,A00129,Portfolio Committee on Sports and Recreation,09:30:00,Phumlani,,P,True,Beauty Nomvuzo,ANC,,Dlulane,Ms
202,12:30:00,10:00:00,2014-08-19 00:00:00,,A00130,Portfolio Committee on Co-operative Governance and Traditional Affairs,10:00:00,Dirk,,P,True,Mzameni Richard,ANC,,Mdakane,Mr
203,13:10:00,10:00:00,2014-08-19 00:00:00,,A00131,Standing Committee on Finance,10:00:00,Yunus,,DE,True,Yunus Ismail,ANC,,Carrim,Mr
204,13:45:00,10:06:00,2014-08-19 00:00:00,,A00132,Portfolio Committee on Trade and Industry,10:00:00,Megan,,P,True,Joanmariae Louise,ANC,,Fubbs,Ms
205,13:00:00,10:00:00,2014-08-19 00:00:00,,A00133,Standing Committee on Appropriations,10:00:00,Daniel,,P,True,Shipokosa Paulus,ANC,,Mashatile,Mr
206,12:56:00,11:05:00,2014-08-19 00:00:00,,A00134,Portfolio Committee on Human Settlements,11:00:00,Inga,,P,True,Nocawe Noncedo,ANC,,Mafu,Ms
207,12:14:00,08:25:00,2014-08-22 00:00:00,,A00135,Portfolio Committee on Trade and Industry,08:00:00,Themba,,A,True,Joanmariae Louise,ANC,,Fubbs,Ms
208,11:30:00,09:30:00,2014-08-22 00:00:00,,A00136,Portfolio Committee on Tourism,09:30:00,Ismail,,P,True,Beatrice Thembekile,ANC,,Ngcobo,Ms
209,12:42:00,09:45:00,2014-08-22 00:00:00,,A00137,Portfolio Committee on Telecommunications and Postal Services,09:30:00,Verne,,P,True,Mmamoloko Tryphosa,ANC,,Kubayi,Ms
210,,09:10:00,2014-08-22 00:00:00,,A00138,Portfolio Committee on Justice and Correctional Services,09:00:00,Tsanga,,P,True,Mathole Serofo,ANC,,Motshekga,Mr
211,11:50:00,09:04:00,2014-08-22 00:00:00,NCOP,A00139,Select Committee on Finance,09:00:00,Nkululeko,,P,True,Charel Jacobus,ANC,KwaZulu Natal,De Beer,Mr
212,13:31:00,10:10:00,2014-08-26 00:00:00,,A00140,"Portfolio Committee on Agriculture, Forestry and Fisheries",09:00:00,Olusula,,P,True,Machwene Rosina,ANC,,Semenya,Ms
213,12:30:00,09:15:00,2014-08-26 00:00:00,,A00141,Standing Committee on Public Accounts,09:00:00,Mena,,P,True,Nelson Themba,APC,,Godi,Mr
214,13:45:00,09:45:00,2014-08-26 00:00:00,,A00142,Portfolio Committee on Trade and Industry,09:30:00,Naledi,,P,True,Joanmariae Louise,ANC,,Fubbs,Ms
215,12:56:00,09:45:00,2014-08-26 00:00:00,Joint,A00143,Portfolio Committee on Co-operative Governance and Traditional Affairs,09:30:00,Sharon,,L,True,Mzameni Richard,ANC,,Mdakane,Mr
216,12:56:00,09:45:00,2014-08-26 00:00:00,Joint,A00144,Portfolio Committee on Arts and Culture,09:30:00,Sharon,,P,True,Jabulani Lukas,ANC,,Mahlangu,Mr
217,11:18:00,09:44:00,2014-08-26 00:00:00,,A00145,Portfolio Committee on Communications,09:30:00,Megan,,P,True,Joyce Clementine,ANC,,Moloi-Moropa,Mr
218,13:30:00,09:35:00,2014-08-26 00:00:00,,A00146,Portfolio Committee on Basic Education,09:30:00,Sivuyile,,P,True,Nomalungelo,ANC,,Gina,Ms
219,12:45:00,09:35:00,2014-08-26 00:00:00,,A00147,Portfolio Committee on Public Works,09:30:00,Matie,,P,True,Benedict Anthony Duke,ANC,,Martins,Mr
220,12:47:00,09:35:00,2014-08-26 00:00:00,,A00148,Portfolio Committee on Transport,09:30:00,Nkululeko,,P,True,Dikeledi Phillistus,ANC,,Magadzi,Ms
221,11:45:00,09:48:00,2014-08-26 00:00:00,,A00149,Portfolio Committee on Home Affairs,09:30:00,Tiffany,,P,True,Buoang Lemias,ANC,,Mashile,Mr
222,13:00:00,09:33:00,2014-08-26 00:00:00,,A00150,Portfolio Committee on Economic Development,09:30:00,Daniel,,P,True,Elsie Mmathulare,ANC,,Coleman,Ms
223,12:46:00,09:40:00,2014-08-26 00:00:00,,A00151,Portfolio Committee on Sports and Recreation,09:30:00,Phumlani,,P,True,Beauty Nomvuzo,ANC,,Dlulane,Ms
224,12:00:00,09:40:00,2014-08-27 00:00:00,,A00152,Portfolio Committee on Environmental Affairs,09:30:00,Monique,,P,True,Jackson Mphikwa,ANC,,Mthembu,Mr
225,13:00:00,10:15:00,2014-08-28 00:00:00,,A00153,Portfolio Committee on Justice and Correctional Services,10:00:00,Tsanga,,P,True,Mathole Serofo,ANC,,Motshekga,Dr
226,12:50:00,10:20:00,2014-08-29 00:00:00,,A00154,Portfolio Committee on Energy,10:00:00,Amanda,,L,True,Fikile Zachariah,ANC,,Majola,Mr
227,13:00:00,10:05:00,2014-08-30 00:00:00,,A00155,Standing Committee on Finance,10:00:00,Yunus,,P,True,Yunus Ismail,ANC,,Carrim,Mr
228,12:30:00,10:00:00,2014-08-31 00:00:00,,A00156,Standing Committee on Appropriations,10:00:00,Dirk,,P,True,Shipokosa Paulus,ANC,,Mashatile,Mr
229,12:11:00,11:03:00,2014-09-01 00:00:00,,A00157,Portfolio Committee on Human Settlements,11:00:00,Inga,,P,True,Nocawe Noncedo,ANC,,Mafu,Ms
230,11:38:00,11:00:00,2014-08-26 00:00:00,NCOP,A00158,Select Committee on Social Services,11:00:00,Callixte,,P,True,Landulile Cathrene,ANC,Mpumalanga,Dlamini,Ms
231,12:45:00,11:00:00,2014-08-26 00:00:00,NCOP,A00159,Select Committee on Land and Mineral Resources,11:00:00,Ismail,,P,True,Olifile,ANC,North West,Sefako,Mr
232,13:03:00,11:03:00,2014-08-26 00:00:00,NCOP,A00160,Select Committee on Appropriations,11:00:00,Luvuyo,,P,True,Seiso Joel,ANC,Free State,Mohai,Mr
233,12:40:00,11:15:00,2014-08-26 00:00:00,NCOP,A00161,Select Committee on Economic Development,11:00:00,Mzandile,,P,True,Litho,ANC,Eastern Cape,Suka,Mr
234,12:30:00,09:30:00,2014-08-27 00:00:00,,A00162,Portfolio Committee on Mineral Resources,09:00:00,Dirk,,P,True,Sahlulele,ANC,,Luzipo,Mr
235,13:30:00,09:30:00,2014-08-27 00:00:00,,A00163,Portfolio Committee on Trade and Industry,08:30:00,Callixte,,P,True,Joanmariae Louise,ANC,,Fubbs,Ms
236,10:47:00,09:33:00,2014-08-27 00:00:00,,A00164,Standing Committee on Public Accounts,09:00:00,Verne,,P,True,Nelson Themba,AIC,,Godi,Mr
237,12:57:00,09:30:00,2014-08-27 00:00:00,,A00165,Portfolio Committee on Rural Development and Land Reform,09:30:00,Tolulope,,P,True,Phumuzile Catherine,ANC,,Ngwenya-mabila,Ms
238,15:45:00,09:06:00,2014-08-27 00:00:00,,A00166,Portfolio Committee on Higher Education and Training,09:30:00,Sandile,,P,True,Yvonne Nkwenkwezi,ANC,,Phosa,Ms
239,11:40:00,09:30:00,2014-08-27 00:00:00,,A00167,Portfolio Committee on Science and Technology,09:30:00,Kavai,,P,True,Monwabisi Bevan,ANC,,Goqwana,Mr
240,11:45:00,09:30:00,2014-08-27 00:00:00,,A00168,Portfolio Committee on Health,09:30:00,Shirley,,P,True,Mary-ann Lindelwa,ANC,,Dunjwa,Ms
241,11:27:00,09:00:00,2014-08-27 00:00:00,,A00169,Portfolio Committee on Justice and Correctional Services,09:00:00,Tsanga,,P,True,Mathole Serofo,ANC,,Motshekga,Dr
242,13:05:00,10:23:00,2014-08-27 00:00:00,,A00170,Portfolio Committee on Water and Sanitation Affairs,10:00:00,Monique,,L,True,Mlungisi,ANC,,Johnson,Mr
243,11:26:00,10:15:00,2014-08-27 00:00:00,,A00171,Portfolio Committee on Defence and Military Veterans,10:00:00,Tiffany,,P,True,Malusi Stanley,ANC,,Motimele,Mr
244,12:15:00,10:00:00,2014-08-27 00:00:00,,A00172,Standing Committee on Appropriations,10:00:00,Ismail,,P,True,Shipokosa Paulus,ANC,,Mashatile,Mr
245,13:00:00,10:00:00,2014-08-27 00:00:00,,A00173,Standing Committee on Finance,10:00:00,Yunus,,P,True,Yunus Ismail,ANC,,Carrim,Mr
246,12:10:00,09:50:00,2014-08-27 00:00:00,,A00174,Portfolio Committee on Small Business Development,09:30:00,Sivuyile,,P,True,Nozabelo Ruth,ANC,,Bhengu,Ms
247,11:45:00,10:09:00,2014-08-27 00:00:00,NCOP,A00175,Select Committee on Finance,10:00:00,Madekutsikwa,,P,True,Charel Jacobus,ANC,Northern Cape,De Beer,Mr
248,12:00:00,10:00:00,2014-08-27 00:00:00,NCOP,A00176,Select Committee on Education and Recreation,10:00:00,Mwewa,,P,True,Lungelwa Lynette,ANC,KwaZulu Natal,Zwane,Ms
249,11:35:00,10:15:00,2014-08-27 00:00:00,NCOP,A00177,Select Committee on Communications and Public Enterprises,10:00:00,Sithembiso,,P,True,Ellen,ANC,Western Cape,Prins,Ms
250,12:17:00,10:15:00,2014-09-04 00:00:00,,A00178,Ad hoc Committee on Powers and Privileges  of Parlaiment,09:00:00,Susan,,P,True,Buoang Lemias,ANC,,Mashile,Mr
251,12:17:00,10:15:00,2014-09-04 00:00:00,,A00179,Portfolio Committee on Labour,09:00:00,Shingarai,,P,True,Buoang Lemias,ANC,,Mashile,Mr
252,14:00:00,09:10:00,2014-09-05 00:00:00,,A00180,Portfolio Committee on Labour,09:00:00,Nkululeko,,P,True,Lumka Elizabeth,ANC,,Yengeni,Ms
253,11:10:00,09:30:00,2014-09-05 00:00:00,,A00181,Portfolio Committee on Justice and Correctional Services,09:00:00,Tsanga,,P,True,Mathole Serofo,ANC,,Motshekga,Dr
254,13:12:00,09:17:00,2014-09-05 00:00:00,,A00182,Portfolio Committee on Telecommunications and Postal Services,09:00:00,Mwewa,,P,True,Mmamoloko Tryphosa,ANC,,Kubayi,Ms
255,12:00:00,09:03:00,2014-09-05 00:00:00,,A00183,Standing Committee on Auditor-General,09:00:00,Laura,,P,True,Vincent George,ANC,,Smith,Mr
256,11:05:00,09:00:00,2014-09-05 00:00:00,,A00184,Portfolio Committee on Tourism,09:00:00,Ismail,,P,True,Beatrice Thembekile,ANC,,Ngcobo,Ms
257,10:49:00,10:00:00,2014-09-05 00:00:00,NCOP,A00185,Select Committee on Co-operative Governance and Traditional Affairs,10:00:00,Mzandile,,P,True,Mohapi Jihad,ANC,Free State,Mohapi,Mr
258,12:00:00,10:00:00,2014-09-09 00:00:00,,A00186,Portfolio Committee on Arts and Culture,10:00:00,Kavuro,,P,True,Xoliswa Sandra,ANC,,Tom,Ms
259,13:30:00,09:20:00,2014-09-09 00:00:00,,A00187,Portfolio Committee on Energy,09:00:00,Amanda,,P,True,Fikile Zachariah,ANC,,Majola,Mr
260,12:02:00,09:34:00,2014-09-09 00:00:00,,A00188,Portfolio Committee on Basic Education,09:30:00,Chelsea,,P,True,Nomalungelo,ANC,,Gina,Ms
261,13:50:00,09:35:00,2014-09-09 00:00:00,,A00189,Portfolio Committee on Communications,09:30:00,Shingarai,,P,True,Joyce Clementine,ANC,,Moloi-Moropa,Ms
262,12:37:00,09:39:00,2014-09-09 00:00:00,,A00190,Portfolio Committee on Trade and Industry,09:30:00,Monique,,P,True,Joanmariae Louise,ANC,,Fubbs,Ms
263,12:20:00,09:35:00,2014-09-09 00:00:00,,A00191,Portfolio Committee on Public Works,09:30:00,Kennedy,,P,True,Benedict Anthony Duke,ANC,,Martins,Mr
264,12:40:00,09:35:00,2014-09-09 00:00:00,,A00192,Portfolio Committee on Economic Development,09:30:00,Megan,,P,True,Elsie Mmathulare,ANC,,Coleman,Ms
265,12:30:00,09:30:00,2014-09-09 00:00:00,,A00193,Portfolio Committee on Transport,09:30:00,Nkululeko,,P,True,Dikeledi Phillistus,ANC,,Magadzi,Ms
266,12:23:00,09:35:00,2014-09-09 00:00:00,,A00194,Portfolio Committee on Home Affairs,09:30:00,Ismail,,P,True,Buoang Lemias,ANC,,Mashile,Mr
267,10:28:00,09:36:00,2014-09-09 00:00:00,,A00195,Portfolio Committee on Sports and Recreation,09:30:00,Phumlani,,P,True,Beauty Nomvuzo,ANC,,Dlulane,Ms
268,12:29:00,09:31:00,2014-09-09 00:00:00,,A00196,Portfolio Committee on Human Settlements,09:30:00,Inga,,P,True,Nocawe Noncedo,ANC,,Mafu,Ms
269,12:00:00,10:00:00,2014-09-09 00:00:00,,A00197,"Portfolio Committee on Agriculture, Forestry and Fisheries",10:00:00,Olusula,,A,True,Machwene Rosina,ANC,,Semenya,Ms
270,11:45:00,10:05:00,2014-09-09 00:00:00,,A00198,Portfolio Committee on Justice and Correctional Services,10:00:00,Tsanga,,P,True,Mathole Serofo,ANC,,Motshekga,Dr
271,13:45:00,10:10:00,2014-09-09 00:00:00,,A00199,Porrfolio Committee on Women in the Presidency,10:00:00,Tinashe,,P,True,Thandi Cecilia,ANC,,Memela,Ms
272,14:14:00,10:00:00,2014-09-09 00:00:00,,A00200,Portfolio Committee on Co-operative Governance and Traditional Affairs,10:00:00,Dirk,,P,True,Mzameni Richard,ANC,,Mdakane,Mr
273,13:15:00,10:05:00,2014-09-09 00:00:00,,A00201,Standing Committee on Finance,10:00:00,Yunus,,P,True,Yunus Ismail,ANC,,Carrim,Mr
274,12:52:00,10:00:00,2014-09-09 00:00:00,,A00202,Standing Committee on Appropriations,10:00:00,Mzandile,,P,True,Shipokosa Paulus,ANC,,Mashatile,Mr
275,13:30:00,13:00:00,2014-09-09 00:00:00,,A00203,Ad Hoc Committee Nkandla,13:00:00,Susan,,P,True,Cedric Thomas,ANC,,Frolick,Mr
276,10:18:00,08:40:00,2014-09-10 00:00:00,,A00204,Portfolio Committee on Trade and Industry,08:30:00,Kavuro,,P,True,Joanmariae Louise,ANC,,Fubbs,Ms
277,11:05:00,09:11:00,2014-09-10 00:00:00,,A00205,Portfolio Committee on Justice and Correctional Services,09:00:00,Tsanga,,P,True,Mathole Serofo,ANC,,Motshekga,Dr
278,11:07:00,09:20:00,2014-09-10 00:00:00,,A00206,Portfolio Committee on Mineral Resources,09:00:00,Amanda,,P,True,Sahlulele,ANC,,Luzipo,Mr
279,13:10:00,09:00:00,2014-09-10 00:00:00,,A00207,Portfolio Committee on Police,09:00:00,Yunus,,P,True,Francois,ANC,,Beukman,Mr
280,13:10:00,09:25:00,2014-09-10 00:00:00,,A00208,Portfolio Committee on Labour,09:00:00,Shingirai,,P,True,Lumka Elizabeth,ANC,,Yengeni,Ms
281,13:20:00,09:00:00,2014-09-10 00:00:00,,A00209,Standing Committee on Appropriations,09:00:00,Dirk,,P,True,Shipokosa Paulus,ANC,,Mashatile,Mr
282,12:45:00,09:30:00,2014-09-10 00:00:00,,A00210,Portfolio Committee on Rural Development and Land Reform,09:30:00,Mzwandile,,P,True,Phumuzile Catherine,ANC,,Ngwenya-mabila,Ms
283,13:07:00,10:01:00,2014-09-10 00:00:00,,A00211,Portfolio Committee on Public Services and Administration,09:30:00,Matii,,P,True,Bertha Peace,ANC,,Mabe,Ms
284,11:40:00,09:50:00,2014-09-10 00:00:00,,A00212,Portfolio Committee on Higher Education and Training,09:45:00,Sandile,,P,True,Yvonne Nkwenkwezi,ANC,,Phosa,Ms
285,13:30:00,09:40:00,2014-09-10 00:00:00,,A00213,Portfolio Committee on Science and Technology,09:30:00,Megan,,P,True,Monwabisi Bevan,ANC,,Goqwana,Dr
286,14:14:00,09:35:00,2014-09-10 00:00:00,,A00214,Portfolio Committee on Small Business Development,09:30:00,Sivuyile,,P,True,Nozabelo Ruth,ANC,,Bhengu,Ms
287,12:20:00,09:30:00,2014-09-10 00:00:00,,A00215,Portfolio Committee on Public Enterprises,09:30:00,Naledi,,P,True,Dikeledi Phillistus,ANC,,Letsatsi-Duba,Ms
288,13:00:00,10:11:00,2014-09-10 00:00:00,,A00216,Portfolio Committee on Social Development,10:00:00,Chelsea,,P,True,Rosemary Nokuzola,ANC,,Capa,Ms
289,13:08:00,10:17:00,2014-09-10 00:00:00,,A00217,Portfolio Committee on Defence and Military Veterans,10:00:00,Laura,,P,True,Malusi Stanley,ANC,,Motimele,Mr
290,12:40:00,10:00:00,2014-09-10 00:00:00,,A00218,Portfolio Committee on Water and Sanitation Affairs,10:00:00,Phumlani,,P,True,Mlungisi,ANC,,Johnson,Mr
291,13:00:00,10:00:00,2014-09-10 00:00:00,,A00219,Standing Committee on Finance,10:00:00,Andile,,P,True,Yunus Ismail,ANC,,Carrim,Mr
292,14:05:00,13:35:00,2014-09-11 00:00:00,,A00220,"Portfolio Committee on Agriculture, Forestry and Fisheries",13:30:00,Phumlani,,P,True,Machwene Rosina,ANC,,Semenya,Ms
293,11:47:00,08:36:00,2014-09-12 00:00:00,,A00221,Portfolio Committee on Trade and Industry,08:30:00,Monique,,P,True,Joanmariae Louise,ANC,,Fubbs,Ms
294,,09:00:00,2014-09-12 00:00:00,,A00222,Portfolio Committee on Justice and Correctional Services,09:00:00,Tsanga,,P,True,Mathole Serofo,ANC,,Motshekga,Dr
295,12:10:00,09:00:00,2014-09-12 00:00:00,,A00223,Portfolio Committee on Tourism,09:00:00,Ismail,,P,True,Beatrice Thembekile,ANC,,Ngcobo,Ms
296,13:45:00,09:00:00,2014-09-12 00:00:00,,A00224,Portfolio Committee on Basic Education,09:00:00,Nkululeko,,P,True,Nomalungelo,ANC,,Gina,Ms
297,13:45:00,09:00:00,2014-09-12 00:00:00,,A00225,Portfolio Committee on Telecommunications and Postal Services,09:00:00,Nkululeko,,P,True,Mmamoloko Tryphosa,ANC,,Kubayi,Mr
298,13:30:00,10:03:00,2014-09-12 00:00:00,,A00226,Portfolio Committee on Labour,10:00:00,Laura,,P,True,Lumka Elizabeth,ANC,,Yengeni,Ms
